umdm,umam,type,base,ext,status,source
umd_703373,umd_703374,audio,scpa-032865-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032865-0001.wav
umd_703375,umd_703376,audio,scpa-032866-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032866-0001.wav
umd_703377,umd_703378,audio,scpa-032867-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032867-0001.wav
umd_703379,umd_703380,audio,scpa-032868-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032868-0001.wav
umd_703381,umd_703382,audio,scpa-032869-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032869-0001.wav
umd_703383,umd_703384,audio,scpa-032870-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032870-0001.wav
umd_703385,umd_703386,audio,scpa-032871-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032871-0001.wav
umd_703387,umd_703388,audio,scpa-032872-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032872-0001.wav
umd_703389,umd_703390,audio,scpa-032873-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032873-0001.wav
umd_703391,umd_703392,audio,scpa-032874-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032874-0001.wav
umd_703393,umd_703394,audio,scpa-032875-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032875-0001.wav
umd_703395,umd_703396,audio,scpa-032876-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032876-0001.wav
umd_703397,umd_703398,audio,scpa-032877-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032877-0001.wav
umd_703399,umd_703400,audio,scpa-032878-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032878-0001.wav
umd_703401,umd_703402,audio,scpa-032879-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032879-0001.wav
umd_703403,umd_703404,audio,scpa-032880-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032880-0001.wav
umd_703405,umd_703406,audio,scpa-032881-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032881-0001.wav
umd_703407,umd_703408,audio,scpa-032882-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032882-0001.wav
umd_703409,umd_703410,audio,scpa-032883-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032883-0001.wav
umd_703411,umd_703412,audio,scpa-032884-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032884-0001.wav
umd_703413,umd_703414,audio,scpa-032885-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032885-0001.wav
umd_703415,umd_703416,audio,scpa-032886-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032886-0001.wav
umd_703417,umd_703418,audio,scpa-032887-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032887-0001.wav
umd_703419,umd_703420,audio,scpa-032888-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032888-0001.wav
umd_703421,umd_703422,audio,scpa-032889-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032889-0001.wav
umd_703423,umd_703424,audio,scpa-032890-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032890-0001.wav
umd_703425,umd_703426,audio,scpa-032891-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032891-0001.wav
umd_703427,umd_703428,audio,scpa-032892-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032892-0001.wav
umd_703429,umd_703430,audio,scpa-032893-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032893-0001.wav
umd_703431,umd_703432,audio,scpa-032894-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032894-0001.wav
umd_703433,umd_703434,audio,scpa-032895-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032895-0001.wav
umd_703435,umd_703436,audio,scpa-032896-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032896-0001.wav
umd_703437,umd_703438,audio,scpa-032897-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032897-0001.wav
umd_703439,umd_703440,audio,scpa-032898-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032898-0001.wav
umd_703441,umd_703442,audio,scpa-032899-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032899-0001.wav
umd_703443,umd_703444,audio,scpa-032900-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032900-0001.wav
umd_703445,umd_703446,audio,scpa-032901-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032901-0001.wav
umd_703447,umd_703448,audio,scpa-032902-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032902-0001.wav
umd_703449,umd_703450,audio,scpa-032903-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032903-0001.wav
umd_703451,umd_703452,audio,scpa-032904-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032904-0001.wav
umd_703453,umd_703454,audio,scpa-032905-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032905-0001.wav
umd_703455,umd_703456,audio,scpa-032906-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032906-0001.wav
umd_703457,umd_703458,audio,scpa-032907-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032907-0001.wav
umd_703459,umd_703460,audio,scpa-032908-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032908-0001.wav
umd_703461,umd_703462,audio,scpa-032909-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12946/Preservation Master/scpa-032909-0001.wav
umd_703463,umd_703464,audio,scpa-032910-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-032910-0001.wav
umd_703465,umd_703466,audio,scpa-032911-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-032911-0001.wav
umd_703467,umd_703468,audio,scpa-032912-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12946/Preservation Master/scpa-032912-0001.wav
umd_703469,umd_703470,audio,scpa-032913-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-032913-0001.wav
umd_703469,umd_703471,audio,scpa-032913-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-032913-0002.wav
umd_703472,umd_703473,audio,scpa-032914-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12946/Preservation Master/scpa-032914-0001.wav
umd_703474,umd_703475,audio,scpa-032915-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032915-0001.wav
umd_703474,umd_703476,audio,scpa-032915-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12945/Preservation Master/scpa-032915-0002.wav
umd_703477,umd_703479,audio,scpa-061848-0002,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/scpa-061848-0002.wav
umd_703477,umd_703478,audio,scpa-061848-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/scpa-061848-0001.wav
umd_705631,umd_705632,audio,bcast-061996-0001,.mp3,todo,DCR_Projects_Archive099 - Date 4132018/DCR Projects/Archive/bcast-061996-0001.wav
umd_705633,umd_705634,audio,scpa-062001-0001,.mp3,todo,DCR_Projects_Archive099 - Date 4132018/DCR Projects/Archive/scpa-062001-0001.wav
umd_707814,umd_707815,audio,scpa-024892-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024892-0001.wav
umd_707814,umd_707816,audio,scpa-024892-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024892-0002.wav
umd_707817,umd_707819,audio,scpa-024992-0002,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-024992-0002.wav
umd_707820,umd_707821,audio,scpa-024898-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024898-0001.wav
umd_707820,umd_707822,audio,scpa-024898-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024898-0002.wav
umd_707823,umd_707825,audio,scpa-024856-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024856-0002.wav
umd_707823,umd_707824,audio,scpa-024856-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024856-0001.wav
umd_707826,umd_707827,audio,scpa-024994-0001,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-024994-0001.wav
umd_707826,umd_707828,audio,scpa-024994-0002,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-024994-0002.wav
umd_707829,umd_707830,audio,scpa-024813-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024813-0001.wav
umd_707829,umd_707831,audio,scpa-024813-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024813-0002.wav
umd_707832,umd_707833,audio,scpa-024797-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024797-0001.wav
umd_707832,umd_707834,audio,scpa-024797-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024797-0002.wav
umd_707835,umd_707837,audio,scpa-024751-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024751-0002.wav
umd_707835,umd_707836,audio,scpa-024751-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024751-0001.wav
umd_707838,umd_707840,audio,scpa-024799-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024799-0002.wav
umd_707838,umd_707839,audio,scpa-024799-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024799-0001.wav
umd_707841,umd_707842,audio,scpa-024868-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024868-0001.wav
umd_707841,umd_707843,audio,scpa-024868-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024868-0002.wav
umd_707844,umd_707846,audio,scpa-023581-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-023581-0002.wav
umd_707844,umd_707845,audio,scpa-023581-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-023581-0001.wav
umd_707847,umd_707848,audio,scpa-024714-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-024714-0001.wav
umd_707849,umd_707850,audio,scpa-025456-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-025456-0001.wav
umd_707849,umd_707851,audio,scpa-025456-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-025456-0002.wav
umd_707852,umd_707853,audio,scpa-025511-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-025511-0001.wav
umd_707854,umd_707855,audio,scpa-025512-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-025512-0001.wav
umd_707856,umd_707857,audio,scpa-025825-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-025825-0001.wav
umd_707856,umd_707858,audio,scpa-025825-0002,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-025825-0002.wav
umd_707859,umd_707860,audio,scpa-025824-0001,.mp3,todo,DCR_Projects_Archive037_10032014/DCR Projects/Archive/MAY2014/scpa/scpa-025824-0001.wav
umd_707861,umd_707862,audio,scpa-025078-0001,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025078-0001.wav
umd_707863,umd_707864,audio,scpa-025079-0001,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025079-0001.wav
umd_707865,umd_707866,audio,scpa-025129-0001,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025129-0001.wav
umd_707868,umd_707870,audio,scpa-025127-0002,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025127-0002.wav
umd_707868,umd_707869,audio,scpa-025127-0001,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025127-0001.wav
umd_707871,umd_707873,audio,scpa-025128-0002,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025128-0002.wav
umd_707871,umd_707872,audio,scpa-025128-0001,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025128-0001.wav
umd_707874,umd_707876,audio,scpa-025130-0002,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025130-0002.wav
umd_707874,umd_707875,audio,scpa-025130-0001,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025130-0001.wav
umd_707877,umd_707878,audio,scpa-025131-0001,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025131-0001.wav
umd_707877,umd_707879,audio,scpa-025131-0002,.mp3,todo,DCR_Projects_Archive038 Date 11252014/DCR Projects/Archive/scpa-025131-0002.wav
umd_707880,umd_707881,audio,univarch-027137-0001,.mp3,todo,DCR_Projects_Archive043 - Date 4212015/DCR Projects/Archive/univarch-027137-0001.wav
umd_710223,umd_710227,audio,scpa-062310-0004,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/scpa-062310-0004.wav
umd_710223,umd_710224,audio,scpa-062310-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/scpa-062310-0001.wav
umd_710223,umd_710225,audio,scpa-062310-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/scpa-062310-0002.wav
umd_710223,umd_710226,audio,scpa-062310-0003,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/scpa-062310-0003.wav
umd_710235,umd_710236,video,lms-043668-0001,.mp4,todo,DCR_Projects_Archive097 - Date 8112017/.Trashes/981430000/$RECYCLE.BIN/$R061X09/lms-043668-0001.mov
umd_711950,umd_711952,audio,histmss-058838-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058838-0002.wav
umd_711950,umd_711951,audio,histmss-058838-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058838-0001.wav
umd_711953,umd_711954,audio,histmss-058839-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058839-0001.wav
umd_711955,umd_711956,audio,histmss-058840-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058840-0001.wav
umd_711955,umd_711957,audio,histmss-058840-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058840-0002.wav
umd_711958,umd_711959,audio,histmss-058841-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058841-0001.wav
umd_711958,umd_711960,audio,histmss-058841-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058841-0002.wav
umd_711961,umd_711962,audio,histmss-058842-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058842-0001.wav
umd_711961,umd_711963,audio,histmss-058842-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058842-0002.wav
umd_711964,umd_711966,audio,histmss-058843-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058843-0002.wav
umd_711964,umd_711965,audio,histmss-058843-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058843-0001.wav
umd_711967,umd_711969,audio,histmss-058844-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058844-0002.wav
umd_711967,umd_711968,audio,histmss-058844-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058844-0001.wav
umd_711970,umd_711972,audio,histmss-058845-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058845-0002.wav
umd_711970,umd_711971,audio,histmss-058845-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058845-0001.wav
umd_711973,umd_711974,audio,histmss-058846-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058846-0001.wav
umd_711975,umd_711976,audio,histmss-058847-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058847-0001.wav
umd_711975,umd_711977,audio,histmss-058847-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058847-0002.wav
umd_711978,umd_711979,audio,histmss-058848-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058848-0001.wav
umd_711980,umd_711981,audio,histmss-058849-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058849-0001.wav
umd_711980,umd_711982,audio,histmss-058849-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058849-0002.wav
umd_711983,umd_711984,audio,histmss-058850-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058850-0001.wav
umd_711983,umd_711985,audio,histmss-058850-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058850-0002.wav
umd_711986,umd_711987,audio,histmss-058851-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058851-0001.wav
umd_711988,umd_711990,audio,histmss-058852-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058852-0002.wav
umd_711988,umd_711989,audio,histmss-058852-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058852-0001.wav
umd_711991,umd_711992,audio,histmss-058853-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058853-0001.wav
umd_711991,umd_711993,audio,histmss-058853-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058853-0002.wav
umd_711994,umd_711995,audio,histmss-058854-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058854-0001.wav
umd_711996,umd_711997,audio,histmss-058855-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058855-0001.wav
umd_711996,umd_711998,audio,histmss-058855-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058855-0002.wav
umd_711999,umd_712000,audio,histmss-058857-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058857-0001.wav
umd_712001,umd_712002,audio,histmss-058858-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058858-0001.wav
umd_712003,umd_712004,audio,histmss-058859-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058859-0001.wav
umd_712003,umd_712005,audio,histmss-058859-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058859-0002.wav
umd_712006,umd_712007,audio,histmss-058860-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058860-0001.wav
umd_712006,umd_712008,audio,histmss-058860-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058860-0002.wav
umd_712009,umd_712010,audio,histmss-058862-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058862-0001.wav
umd_712011,umd_712012,audio,histmss-058864-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058864-0001.wav
umd_712014,umd_712015,audio,histmss-058866-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058866-0001.wav
umd_712014,umd_712016,audio,histmss-058866-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058866-0002.wav
umd_712017,umd_712018,audio,histmss-058867-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058867-0001.wav
umd_712017,umd_712019,audio,histmss-058867-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058867-0002.wav
umd_712020,umd_712021,audio,histmss-058868-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058868-0001.wav
umd_712022,umd_712024,audio,histmss-058869-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058869-0002.wav
umd_712022,umd_712023,audio,histmss-058869-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058869-0001.wav
umd_712025,umd_712027,audio,histmss-058871-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058871-0002.wav
umd_712025,umd_712026,audio,histmss-058871-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058871-0001.wav
umd_712028,umd_712030,audio,histmss-058873-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058873-0002.wav
umd_712028,umd_712029,audio,histmss-058873-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058873-0001.wav
umd_712031,umd_712032,audio,histmss-058874-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058874-0001.wav
umd_712033,umd_712034,audio,histmss-058875-0001,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058875-0001.wav
umd_712033,umd_712035,audio,histmss-058875-0002,.mp3,todo,DCR_Projects_Archive092 - Date 6292017/DCR Projects/Archive/histmss-058875-0002.wav
umd_714411,umd_714412,audio,labor-040041-0001,.mp3,todo,DCR_Projects_Archive075 - Date 11102016/DCR Projects/Archive/labor-040041-0001.wav
umd_714413,umd_714414,audio,labor-040042-0001,.mp3,todo,DCR_Projects_Archive075 - Date 11102016/DCR Projects/Archive/labor-040042-0001.wav
umd_714415,umd_714416,audio,labor-040078-0001,.mp3,todo,DCR_Projects_Archive075 - Date 11102016/DCR Projects/Archive/labor-040078-0001.wav
umd_714417,umd_714418,audio,bcast-035731-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/bcast-035731-0001.wav
umd_714419,umd_714420,audio,bcast-035731-0002,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/bcast-035731-0002.wav
umd_714421,umd_714422,audio,bcast-035731-0003,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/bcast-035731-0003.wav
umd_714423,umd_714424,audio,bcast-035731-0004,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/bcast-035731-0004.wav
umd_714425,umd_714426,audio,labor-043128-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/labor-043128-0001.wav
umd_714427,umd_714428,audio,labor-043129-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/labor-043129-0001.wav
umd_714429,umd_714430,audio,labor-043130-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/labor-043130-0001.wav
umd_714431,umd_714432,audio,histmss-027419-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/histmss-027419-0001.wav
umd_714433,umd_714434,audio,histmss-027420-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/histmss-027420-0001.wav
umd_714435,umd_714436,audio,bcast-027422-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/bcast-027422-0001.wav
umd_714437,umd_714438,audio,bcast-027426-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/bcast-027426-0001.wav
umd_714439,umd_714440,audio,bcast-027441-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/bcast-027441-0001.wav
umd_714441,umd_714442,audio,bcast-027444-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/bcast-027444-0001.wav
umd_714443,umd_714444,audio,bcast-027435-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/bcast-027435-0001.wav
umd_714445,umd_714446,audio,bcast-027440-0001,.mp3,todo,DCR_Projects_Archive096 - Date 08092017/DCR Projects/Archive/bcast-027440-0001.wav
umd_714451,umd_714452,audio,bcast-040206-0001,.mp3,todo,DCR_Projects_Archive075 - Date 11102016/DCR Projects/Archive/bcast-040206-0001.wav
umd_714451,umd_714453,audio,bcast-040206-0002,.mp3,todo,DCR_Projects_Archive075 - Date 11102016/DCR Projects/Archive/bcast-040206-0002.wav
